ticket_id,ticket_priority,ticket_assignee_id,ticket_manager_id,ticket_assignee_dept,ticket_creation_day,ticket_completion_time
10002985,high,12,110,Development,Thursday,78.76271109
10002986,medium,18,111,Manufacturing,Sunday,92.4666153
10002987,low,3,105,Administrative,Monday,121.4053897
10002988,medium,14,110,Development,Tuesday,131.3136786
10002989,critical,8,106,Commercial,Saturday,85.45491042
10002990,high,3,105,Administrative,Monday,77.52712647
10002991,low,7,106,Commercial,Tuesday,179.1957867
10002992,critical,16,108,Commercial,Saturday,68.84585129
10002993,high,14,110,Development,Thursday,90.97172308
10002994,high,13,112,Commercial,Tuesday,92.08650358
10002995,critical,19,108,Commercial,Monday,102.3066071
10002996,medium,9,107,Manufacturing,Wednesday,138.4161248
10002997,low,9,107,Manufacturing,Thursday,173.1866919
10002998,low,2,107,Manufacturing,Sunday,164.0576155
10002999,medium,11,104,Research,Thursday,109.6128549
10003000,medium,13,112,Commercial,Tuesday,163.9633981
10003001,high,11,104,Research,Friday,124.1250592
10003002,high,9,107,Manufacturing,Sunday,130.7275698
10003003,medium,7,106,Commercial,Monday,110.6083476
10003004,critical,14,110,Development,Wednesday,78.89591445
10003005,medium,16,108,Commercial,Monday,108.7951248
10003006,critical,1,103,Administrative,Monday,55.15993103
10003007,high,15,110,Development,Thursday,85.5416482
10003008,critical,6,108,Commercial,Thursday,117.8190584
10003009,medium,6,108,Commercial,Monday,126.4325359
10003010,high,9,107,Manufacturing,Tuesday,67.21937988
10003011,low,16,108,Commercial,Tuesday,157.1035235
10003012,low,1,103,Administrative,Friday,139.7228377
10003013,medium,13,112,Commercial,Wednesday,113.9251785
10003014,high,16,108,Commercial,Tuesday,90.21160133
10003015,critical,17,106,Commercial,Wednesday,103.785291
10003016,medium,15,110,Development,Monday,71.39197811
10003017,medium,7,106,Commercial,Friday,114.3711791
10003018,low,18,111,Manufacturing,Saturday,127.2628839
10003019,medium,8,106,Commercial,Monday,90.83688033
10003020,critical,15,110,Development,Sunday,22.98387476
10003021,medium,15,110,Development,Sunday,125.2099066
10003022,low,19,108,Commercial,Thursday,151.7937659
10003023,high,7,106,Commercial,Monday,68.01483529
10003024,medium,10,107,Manufacturing,Sunday,106.5447655
10003025,low,3,105,Administrative,Saturday,103.5329074
10003026,critical,11,104,Research,Wednesday,71.38642162
10003027,critical,5,110,Development,Thursday,21.94387875
10003028,high,11,104,Research,Tuesday,130.7862978
10003029,low,2,107,Manufacturing,Tuesday,173.412582
10003030,high,15,110,Development,Thursday,46.53746969
10003031,low,1,103,Administrative,Tuesday,178.6247017
10003032,low,6,108,Commercial,Tuesday,138.3912325
10003033,high,17,106,Commercial,Sunday,115.1073511
10003034,medium,12,110,Development,Wednesday,99.28557859
10003035,critical,3,105,Administrative,Sunday,111.5477524
10003036,high,4,112,Commercial,Wednesday,143.4527974
10003037,low,16,108,Commercial,Wednesday,115.0578352
10003038,medium,10,107,Manufacturing,Tuesday,118.5434465
10003039,low,15,110,Development,Monday,150.9113229
10003040,low,19,108,Commercial,Tuesday,92.81697352
10003041,low,19,108,Commercial,Sunday,146.0336813
10003042,medium,9,107,Manufacturing,Saturday,83.49258663
10003043,high,4,112,Commercial,Thursday,70.6319666
10003044,high,4,112,Commercial,Thursday,87.63841799
10003045,medium,10,107,Manufacturing,Sunday,108.9730008
10003046,high,15,110,Development,Tuesday,42.45334674
10003047,low,19,108,Commercial,Wednesday,158.9012233
10003048,high,11,104,Research,Sunday,123.9876349
10003049,high,16,108,Commercial,Sunday,90.3707364
10003050,critical,9,107,Manufacturing,Monday,106.9998693
10003051,low,16,108,Commercial,Sunday,134.1421525
10003052,medium,9,107,Manufacturing,Saturday,125.6357296
10003053,critical,13,112,Commercial,Saturday,47.96624508
10003054,high,15,110,Development,Wednesday,76.16177607
10003055,high,10,107,Manufacturing,Tuesday,101.7111252
10003056,high,15,110,Development,Wednesday,85.85914939
10003057,high,18,111,Manufacturing,Thursday,115.1637007
10003058,critical,11,104,Research,Wednesday,40.97992131
10003059,high,17,106,Commercial,Thursday,82.01122189
10003060,medium,6,108,Commercial,Monday,152.1112775
10003061,medium,14,110,Development,Monday,129.8474446
10003062,medium,14,110,Development,Monday,53.50749422
10003063,critical,8,106,Commercial,Tuesday,79.11841263
10003064,critical,12,110,Development,Tuesday,98.13015564
10003065,critical,15,110,Development,Friday,75.39930515
10003066,high,19,108,Commercial,Wednesday,126.1463557
10003067,medium,11,104,Research,Sunday,107.0432466
10003068,medium,10,107,Manufacturing,Wednesday,102.6760984
10003069,high,13,112,Commercial,Wednesday,136.8368785
10003070,high,19,108,Commercial,Saturday,115.6365345
10003071,high,7,106,Commercial,Thursday,62.33723802
10003072,medium,8,106,Commercial,Tuesday,75.85044716
10003073,low,8,106,Commercial,Sunday,109.2781919
10003074,medium,15,110,Development,Friday,146.9645967
10003075,critical,4,112,Commercial,Friday,145.2192728
10003076,medium,3,105,Administrative,Friday,106.161464
10003077,low,2,107,Manufacturing,Tuesday,147.1045992
10003078,low,19,108,Commercial,Thursday,164.4415386
10003079,medium,4,112,Commercial,Thursday,135.5657695
10003080,critical,16,108,Commercial,Saturday,80.341307
10003081,low,18,111,Manufacturing,Wednesday,171.8959042
10003082,critical,1,103,Administrative,Friday,111.0479876
10003083,medium,10,107,Manufacturing,Wednesday,118.8040173
10003084,high,11,104,Research,Tuesday,52.23707567
10003085,high,8,106,Commercial,Friday,156.6495849
10003086,critical,14,110,Development,Sunday,21.05826998
10003087,medium,17,106,Commercial,Wednesday,109.773877
10003088,low,7,106,Commercial,Tuesday,125.0599562
10003089,low,2,107,Manufacturing,Thursday,159.3357786
10003090,critical,9,107,Manufacturing,Friday,113.707871
10003091,critical,15,110,Development,Monday,37.70258499
10003092,low,5,110,Development,Sunday,113.456294
10003093,critical,3,105,Administrative,Friday,142.5370655
10003094,critical,18,111,Manufacturing,Monday,37.08736608
10003095,medium,3,105,Administrative,Tuesday,100.9149087
10003096,critical,14,110,Development,Saturday,109.2679064
10003097,critical,10,107,Manufacturing,Sunday,32.8081245
10003098,high,5,110,Development,Saturday,105.6762276
10003099,low,7,106,Commercial,Thursday,166.4505589
10003100,medium,1,103,Administrative,Friday,184.481511
10003101,low,10,107,Manufacturing,Friday,180.7996916
10003102,high,15,110,Development,Thursday,121.4125702
10003103,medium,4,112,Commercial,Friday,126.6175157
10003104,medium,18,111,Manufacturing,Wednesday,115.6535506
10003105,critical,12,110,Development,Monday,83.43052486
10003106,critical,8,106,Commercial,Monday,80.41828341
10003107,critical,19,108,Commercial,Wednesday,102.4008387
10003108,critical,1,103,Administrative,Friday,105.605462
10003109,high,6,108,Commercial,Friday,151.991729
10003110,medium,19,108,Commercial,Tuesday,94.88629143
10003111,low,7,106,Commercial,Sunday,161.1167503
10003112,low,18,111,Manufacturing,Saturday,129.1593008
10003113,high,13,112,Commercial,Tuesday,97.63618195
10003114,critical,5,110,Development,Saturday,105.6360618
10003115,low,7,106,Commercial,Saturday,129.63751
10003116,low,14,110,Development,Thursday,134.605899
10003117,high,7,106,Commercial,Saturday,132.7512667
10003118,critical,11,104,Research,Thursday,69.82534211
10003119,medium,9,107,Manufacturing,Friday,159.8787151
10003120,critical,9,107,Manufacturing,Monday,121.1799093
10003121,high,19,108,Commercial,Saturday,98.0994316
10003122,critical,19,108,Commercial,Tuesday,107.2765682
10003123,medium,14,110,Development,Wednesday,141.9312324
10003124,high,19,108,Commercial,Monday,51.79518301
10003125,medium,10,107,Manufacturing,Sunday,114.2805059
10003126,high,1,103,Administrative,Tuesday,70.04957225
10003127,low,5,110,Development,Saturday,110.8415701
10003128,critical,10,107,Manufacturing,Wednesday,64.22826455
10003129,high,19,108,Commercial,Friday,171.2137258
10003130,low,9,107,Manufacturing,Sunday,158.723074
10003131,high,7,106,Commercial,Thursday,140.2987395
10003132,medium,3,105,Administrative,Thursday,109.1564685
10003133,critical,2,107,Manufacturing,Thursday,110.5448953
10003134,critical,3,105,Administrative,Thursday,59.07736303
10003135,critical,6,108,Commercial,Monday,97.27241275
10003136,low,6,108,Commercial,Saturday,118.4990136
10003137,high,15,110,Development,Friday,87.24572751
10003138,critical,12,110,Development,Thursday,87.72997884
10003139,low,6,108,Commercial,Tuesday,171.8346736
10003140,critical,13,112,Commercial,Thursday,40.08987149
10003141,critical,8,106,Commercial,Friday,103.7590414
10003142,high,1,103,Administrative,Saturday,90.81141829
10003143,high,6,108,Commercial,Wednesday,72.37625931
10003144,medium,7,106,Commercial,Sunday,88.13131469
10003145,critical,9,107,Manufacturing,Thursday,99.09885346
10003146,low,3,105,Administrative,Friday,177.8462669
10003147,medium,8,106,Commercial,Wednesday,102.9364212
10003148,critical,17,106,Commercial,Monday,56.3494517
10003149,low,10,107,Manufacturing,Friday,165.2994048
10003150,low,2,107,Manufacturing,Wednesday,164.1672365
10003151,low,17,106,Commercial,Thursday,134.2034138
10003152,critical,12,110,Development,Saturday,71.59724626
10003153,high,3,105,Administrative,Saturday,82.42005286
10003154,critical,8,106,Commercial,Thursday,84.80548235
10003155,medium,5,110,Development,Tuesday,64.30271369
10003156,medium,18,111,Manufacturing,Friday,135.9119906
10003157,low,3,105,Administrative,Monday,138.2569942
10003158,low,14,110,Development,Sunday,81.20153575
10003159,medium,7,106,Commercial,Monday,125.1423289
10003160,low,15,110,Development,Monday,77.19463646
10003161,medium,18,111,Manufacturing,Wednesday,75.74662743
10003162,critical,11,104,Research,Saturday,94.2250193
10003163,high,19,108,Commercial,Sunday,122.3923209
10003164,critical,17,106,Commercial,Monday,36.50246422
10003165,critical,18,111,Manufacturing,Sunday,102.4515387
10003166,medium,9,107,Manufacturing,Thursday,72.33734399
10003167,medium,16,108,Commercial,Thursday,97.06305515
10003168,high,2,107,Manufacturing,Wednesday,136.1262507
10003169,high,12,110,Development,Tuesday,104.0976416
10003170,critical,2,107,Manufacturing,Sunday,74.988709
10003171,high,1,103,Administrative,Saturday,69.68120693
10003172,critical,13,112,Commercial,Thursday,45.23561327
10003173,low,15,110,Development,Thursday,154.8451773
10003174,high,15,110,Development,Friday,116.8203365
10003175,high,15,110,Development,Wednesday,62.63445072
10003176,high,9,107,Manufacturing,Wednesday,55.71405
10003177,medium,2,107,Manufacturing,Thursday,119.87518
10003178,critical,6,108,Commercial,Sunday,82.0925479
10003179,critical,16,108,Commercial,Sunday,81.82401074
10003180,low,8,106,Commercial,Monday,164.2540064
10003181,critical,15,110,Development,Tuesday,97.05510333
10003182,critical,15,110,Development,Friday,97.11014106
10003183,medium,19,108,Commercial,Friday,125.2429519
10003184,low,18,111,Manufacturing,Saturday,159.2559867
10003185,medium,1,103,Administrative,Sunday,85.68414639
10003186,low,11,104,Research,Saturday,157.831833
10003187,critical,4,112,Commercial,Thursday,58.24392272
10003188,high,5,110,Development,Saturday,74.21922697
10003189,low,2,107,Manufacturing,Wednesday,172.0913923
10003190,high,1,103,Administrative,Monday,85.7899275
10003191,low,11,104,Research,Tuesday,98.61846017
10003192,medium,6,108,Commercial,Sunday,131.2975093
10003193,critical,18,111,Manufacturing,Tuesday,65.56078775
10003194,high,18,111,Manufacturing,Monday,119.4553366
10003195,high,12,110,Development,Wednesday,46.97652446
10003196,critical,16,108,Commercial,Friday,153.8379319
10003197,critical,8,106,Commercial,Saturday,125.593536
10003198,medium,12,110,Development,Saturday,110.2240849
10003199,low,4,112,Commercial,Saturday,145.8584954
10003200,low,4,112,Commercial,Friday,177.3385126
10003201,critical,5,110,Development,Thursday,69.01299278
10003202,critical,19,108,Commercial,Thursday,90.69136287
10003203,high,7,106,Commercial,Saturday,92.84305905
10003204,medium,2,107,Manufacturing,Wednesday,135.5196091
10003205,critical,17,106,Commercial,Saturday,115.8572914
10003206,low,19,108,Commercial,Sunday,159.0792095
10003207,high,2,107,Manufacturing,Tuesday,96.04283995
10003208,medium,14,110,Development,Wednesday,106.6252026
10003209,low,16,108,Commercial,Monday,182.8607624
10003210,low,2,107,Manufacturing,Saturday,175.3326888
10003211,medium,16,108,Commercial,Thursday,100.426378
10003212,critical,9,107,Manufacturing,Tuesday,50.95586933
10003213,high,7,106,Commercial,Tuesday,140.0726133
10003214,medium,17,106,Commercial,Sunday,109.2371818
10003215,low,11,104,Research,Tuesday,160.5029017
10003216,high,1,103,Administrative,Wednesday,101.4677407
10003217,high,12,110,Development,Thursday,63.03011753
10003218,low,3,105,Administrative,Wednesday,100.4057487
10003219,critical,2,107,Manufacturing,Friday,154.7956715
10003220,low,19,108,Commercial,Tuesday,165.899937
10003221,high,12,110,Development,Sunday,38.50753354
10003222,low,14,110,Development,Monday,121.3772663
10003223,medium,7,106,Commercial,Monday,136.5747914
10003224,high,11,104,Research,Saturday,72.62811239
10003225,critical,17,106,Commercial,Sunday,64.69241651
10003226,critical,10,107,Manufacturing,Thursday,93.61319521
10003227,low,6,108,Commercial,Saturday,164.1644734
10003228,critical,11,104,Research,Monday,68.27093393
10003229,low,3,105,Administrative,Saturday,153.1206279
10003230,medium,19,108,Commercial,Wednesday,157.4083204
10003231,high,16,108,Commercial,Monday,89.06429687
10003232,medium,11,104,Research,Sunday,80.75488942
10003233,high,4,112,Commercial,Thursday,90.05978045
10003234,critical,16,108,Commercial,Wednesday,86.46815385
10003235,critical,3,105,Administrative,Tuesday,86.77350088
10003236,high,6,108,Commercial,Sunday,138.9755557
10003237,low,15,110,Development,Saturday,103.1996699
10003238,critical,17,106,Commercial,Thursday,75.56958563
10003239,critical,4,112,Commercial,Wednesday,72.86892102
10003240,low,10,107,Manufacturing,Thursday,110.6817585
10003241,low,17,106,Commercial,Tuesday,111.9890377
10003242,critical,1,103,Administrative,Sunday,104.1092228
10003243,medium,17,106,Commercial,Tuesday,83.86749517
10003244,critical,4,112,Commercial,Wednesday,96.09042419
10003245,medium,17,106,Commercial,Monday,108.7387083
10003246,low,7,106,Commercial,Friday,181.140216
10003247,low,7,106,Commercial,Saturday,114.6113372
10003248,low,8,106,Commercial,Thursday,121.4948532
10003249,medium,10,107,Manufacturing,Tuesday,129.7246316
10003250,medium,9,107,Manufacturing,Wednesday,83.23152088
10003251,medium,1,103,Administrative,Friday,178.4889443
10003252,critical,16,108,Commercial,Thursday,81.70827138
10003253,low,15,110,Development,Tuesday,141.5390158
10003254,high,5,110,Development,Wednesday,85.49847529
10003255,critical,4,112,Commercial,Sunday,85.69770926
10003256,high,11,104,Research,Monday,117.9536742
10003257,high,1,103,Administrative,Sunday,133.0986742
10003258,medium,2,107,Manufacturing,Tuesday,92.42243511
10003259,medium,11,104,Research,Friday,140.2706704
10003260,medium,19,108,Commercial,Saturday,87.02143545
10003261,medium,4,112,Commercial,Monday,88.83311215
10003262,low,6,108,Commercial,Saturday,185.2825379
10003263,critical,15,110,Development,Wednesday,77.57377792
10003264,low,2,107,Manufacturing,Sunday,129.5998142
10003265,critical,19,108,Commercial,Saturday,42.04474137
10003266,high,18,111,Manufacturing,Monday,80.37363681
10003267,low,1,103,Administrative,Wednesday,157.0363918
10003268,low,15,110,Development,Wednesday,92.45998071
10003269,low,2,107,Manufacturing,Sunday,180.7996086
10003270,low,14,110,Development,Sunday,125.4058672
10003271,low,18,111,Manufacturing,Thursday,138.7987259
10003272,critical,18,111,Manufacturing,Wednesday,73.74390777
10003273,critical,16,108,Commercial,Friday,71.65586031
